gameId,gameDuration,blueWins,totalDamageDealtToChampionsDiff,totalVisionScoreDiff,totalGoldEarnedDiff,totalMinionsKilledDiff,totalNeutralMinionsKilledTeamJungleDiff,totalNeutralMinionsKilledEnemyJungleDiff,totalVisionWardsBoughtInGameDiff,totalWardsPlacedDiff,totalWardsKilledDiff,averageChampLevelDiff,teamKDA_Diff,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,towerKills,inhibitorKills,baronKills,dragonKills,riftHeraldKills
4247263043.0,1323.0,False,-16977.0,-29.0,-12831.0,-93.0,5.0,-6.0,7.0,-12.0,-4.0,-1.6000000000000014,-5.406451612903226,success,fail,fail,neutral,fail,fail,-9.0,-1.0,0.0,-3.0,-2.0
4247155821.0,1317.0,True,16025.0,14.0,3936.0,-40.0,-34.0,-13.0,0.0,11.0,0.0,0.7999999999999989,5.407894736842105,fail,fail,neutral,neutral,success,success,2.0,0.0,0.0,2.0,2.0
4243963257.0,932.0,False,-6783.0,-22.0,-12435.0,-94.0,4.0,-21.0,2.0,-12.0,-2.0,-1.5999999999999996,-7.35,fail,fail,fail,neutral,fail,fail,-5.0,-1.0,0.0,-2.0,-2.0
4241678498.0,2098.0,False,-24259.0,6.0,-7081.0,-58.0,24.0,-10.0,6.0,33.0,-17.0,-0.8000000000000007,-2.181623931623932,fail,fail,neutral,success,success,fail,-4.0,0.0,0.0,-2.0,-1.0
4241538868.0,2344.0,True,3290.0,41.0,359.0,37.0,24.0,15.0,12.0,14.0,-8.0,-0.3999999999999986,-2.7055555555555553,success,success,success,success,success,success,5.0,2.0,1.0,-1.0,2.0
4241394461.0,1567.0,True,-4403.0,52.0,7941.0,21.0,-8.0,25.0,3.0,7.0,5.0,1.0,1.8333333333333335,success,success,success,neutral,fail,success,6.0,1.0,0.0,1.0,2.0
4233222221.0,1686.0,False,-8154.0,-34.0,-10925.0,-39.0,-23.0,-16.0,7.0,0.0,-3.0,-1.5999999999999996,-4.141129032258064,fail,success,fail,fail,fail,success,-5.0,-1.0,-1.0,-4.0,0.0
4233113995.0,1588.0,True,40315.0,55.0,11755.0,5.0,-9.0,37.0,1.0,3.0,11.0,1.5999999999999996,4.811111111111112,success,success,success,success,fail,fail,9.0,2.0,1.0,0.0,0.0
4231100932.0,1618.0,True,7405.0,56.0,8034.0,58.0,-20.0,-8.0,2.0,-7.0,24.0,0.3999999999999986,0.5307692307692307,success,success,success,success,fail,success,6.0,1.0,1.0,2.0,0.0
4229230455.0,1126.0,True,23653.0,-18.0,6950.0,25.0,14.0,11.0,0.0,-4.0,1.0,0.8000000000000007,3.709090909090909,fail,success,neutral,neutral,success,success,3.0,0.0,0.0,1.0,2.0
4228952659.0,1201.0,True,12846.0,52.0,17199.0,81.0,18.0,37.0,5.0,13.0,4.0,1.799999999999999,4.764444444444445,success,success,success,neutral,success,success,9.0,2.0,0.0,2.0,2.0
4228244819.0,1262.0,True,22070.0,12.0,7561.0,3.0,-14.0,3.0,1.0,6.0,-1.0,1.3999999999999986,7.857142857142858,fail,fail,success,neutral,success,fail,4.0,1.0,0.0,3.0,0.0
4227123625.0,1429.0,False,-10852.0,-42.0,-81.0,37.0,11.0,24.0,14.0,-14.0,-4.0,-0.8000000000000007,-8.090225563909774,success,success,neutral,neutral,fail,success,2.0,0.0,0.0,-3.0,2.0
4222795586.0,1628.0,True,11198.0,21.0,11309.0,91.0,12.0,19.0,10.0,-2.0,7.0,2.0,2.593506493506494,success,fail,success,success,fail,fail,7.0,1.0,1.0,2.0,0.0
4222632382.0,1692.0,False,-10009.0,-18.0,-7210.0,41.0,2.0,-19.0,2.0,10.0,-10.0,-0.6000000000000014,-2.583333333333333,fail,fail,fail,fail,fail,fail,-5.0,-1.0,-1.0,-4.0,-2.0
4219736584.0,1903.0,False,-13526.0,60.0,-8979.0,18.0,11.0,-16.0,1.0,-12.0,26.0,-1.4000000000000021,-2.4614614614614614,fail,success,fail,fail,success,fail,-7.0,-2.0,-2.0,-1.0,-2.0
4219647531.0,1381.0,True,30645.0,-7.0,11790.0,-52.0,5.0,41.0,6.0,-7.0,-6.0,2.0,6.681818181818182,success,success,success,success,success,success,7.0,2.0,1.0,1.0,2.0
4219545724.0,1313.0,False,-16837.0,-64.0,-3792.0,53.0,-18.0,2.0,1.0,-19.0,-7.0,-1.4000000000000004,-10.151515151515152,fail,success,neutral,neutral,fail,success,2.0,0.0,0.0,-2.0,1.0
4219463634.0,1660.0,True,2963.0,30.0,11698.0,21.0,12.0,27.0,8.0,-12.0,15.0,1.8000000000000007,5.833333333333333,fail,fail,success,success,success,fail,6.0,2.0,1.0,-1.0,0.0
4217069365.0,1221.0,True,10938.0,21.0,7812.0,19.0,1.0,31.0,3.0,6.0,-4.0,1.4000000000000004,6.764705882352941,success,success,neutral,neutral,success,success,3.0,0.0,0.0,2.0,2.0
4216998163.0,1356.0,False,-5214.0,-34.0,-6228.0,-27.0,39.0,7.0,9.0,-4.0,-9.0,-0.8000000000000007,-4.5849802371541495,fail,fail,fail,neutral,success,fail,-3.0,-1.0,0.0,1.0,-2.0
4214820366.0,1491.0,True,21989.0,65.0,10606.0,35.0,-23.0,12.0,5.0,13.0,8.0,1.1999999999999993,4.430769230769231,success,success,success,success,success,success,10.0,3.0,1.0,3.0,2.0
4208036316.0,1209.0,False,-9488.0,-17.0,-7863.0,-86.0,4.0,-7.0,6.0,0.0,-3.0,-1.200000000000001,-3.4,fail,fail,neutral,neutral,fail,success,-5.0,0.0,0.0,1.0,0.0
4205806443.0,2224.0,True,-10041.0,30.0,-728.0,28.0,-19.0,-7.0,19.0,-2.0,5.0,0.1999999999999993,-1.8634482758620687,success,fail,success,fail,fail,success,3.0,1.0,0.0,-3.0,2.0
4205778093.0,984.0,True,20765.0,28.0,15101.0,98.0,6.0,28.0,2.0,22.0,-2.0,2.4000000000000004,19.692307692307693,success,success,neutral,neutral,success,success,5.0,0.0,0.0,2.0,1.0
4205718397.0,1222.0,True,12038.0,15.0,6782.0,-3.0,6.0,5.0,3.0,4.0,-4.0,1.5999999999999996,5.797101449275362,fail,fail,success,neutral,success,fail,5.0,1.0,0.0,2.0,0.0
4205609024.0,1835.0,True,-5086.0,-20.0,12805.0,44.0,-14.0,-1.0,4.0,-3.0,3.0,2.4000000000000004,4.5,fail,success,success,success,fail,success,9.0,3.0,2.0,-2.0,1.0
4201063474.0,1437.0,False,7707.0,12.0,-3403.0,-37.0,-27.0,-23.0,12.0,5.0,-9.0,-1.5999999999999996,-1.5548245614035088,success,success,neutral,neutral,success,success,-1.0,0.0,0.0,1.0,0.0
4201002719.0,1430.0,False,-14010.0,-26.0,-7887.0,-53.0,15.0,-4.0,7.0,-2.0,-5.0,-1.0,-5.286956521739131,fail,fail,neutral,neutral,fail,success,-3.0,0.0,0.0,-4.0,0.0
4200860184.0,1215.0,True,11525.0,-7.0,6411.0,21.0,-25.0,0.0,1.0,15.0,0.0,1.1999999999999993,4.128205128205129,success,success,neutral,neutral,success,success,2.0,0.0,0.0,2.0,0.0
4191943697.0,2016.0,False,-1207.0,48.0,-5897.0,-60.0,-17.0,12.0,11.0,-3.0,9.0,-1.6000000000000014,-2.033333333333333,success,fail,success,fail,fail,fail,3.0,2.0,-2.0,-1.0,0.0
4191827488.0,1389.0,False,-7405.0,3.0,-9399.0,18.0,-32.0,-14.0,12.0,-20.0,3.0,-1.8000000000000007,-2.871428571428571,fail,fail,neutral,fail,success,success,-4.0,0.0,-1.0,0.0,0.0
4186297500.0,1821.0,True,4583.0,98.0,11513.0,-8.0,16.0,7.0,4.0,29.0,2.0,1.4000000000000004,2.0115384615384615,fail,success,success,success,fail,success,7.0,1.0,1.0,2.0,0.0
4186224914.0,1329.0,True,14859.0,6.0,7401.0,-11.0,-9.0,22.0,4.0,-22.0,16.0,1.0,2.5735294117647056,success,success,neutral,neutral,success,success,5.0,0.0,0.0,1.0,2.0
4186016838.0,2310.0,True,31405.0,15.0,14193.0,-65.0,19.0,32.0,5.0,27.0,-10.0,1.1999999999999993,6.2990430622009566,success,success,success,success,success,success,5.0,2.0,1.0,4.0,1.0
4185880938.0,1822.0,True,27885.0,51.0,12245.0,84.0,28.0,28.0,13.0,-6.0,15.0,1.3999999999999986,4.477310924369748,success,success,success,neutral,success,success,8.0,1.0,0.0,4.0,0.0
4183509170.0,1401.0,True,11459.0,-2.0,4504.0,-37.0,18.0,-1.0,0.0,2.0,5.0,0.5999999999999996,2.925,fail,fail,success,neutral,fail,fail,3.0,1.0,0.0,-3.0,0.0
4183404231.0,1853.0,True,32459.0,-34.0,1271.0,70.0,8.0,3.0,2.0,-5.0,-2.0,0.5999999999999996,0.8770833333333332,fail,fail,success,fail,fail,fail,2.0,1.0,-1.0,-1.0,-2.0
4169877994.0,1337.0,True,5389.0,38.0,8400.0,1.0,-25.0,4.0,5.0,-5.0,10.0,1.0,7.0519480519480515,success,success,neutral,neutral,success,success,5.0,0.0,0.0,1.0,2.0
4169807983.0,1109.0,True,7289.0,0.0,8321.0,82.0,-14.0,6.0,8.0,-11.0,6.0,1.4000000000000004,4.3391812865497075,fail,success,neutral,neutral,success,fail,3.0,0.0,0.0,2.0,0.0
4169722149.0,1816.0,True,17666.0,30.0,10812.0,-1.0,-21.0,-4.0,2.0,24.0,-11.0,1.1999999999999993,4.699849170437405,success,success,success,success,success,fail,5.0,1.0,1.0,2.0,0.0
4169630150.0,962.0,True,10357.0,7.0,7896.0,49.0,8.0,18.0,3.0,6.0,1.0,1.4000000000000004,13.136363636363637,success,success,neutral,neutral,success,fail,3.0,0.0,0.0,2.0,-1.0
4163513474.0,967.0,False,-7858.0,-14.0,-9953.0,8.0,18.0,-14.0,1.0,-12.0,3.0,-1.1999999999999993,-10.661764705882353,fail,fail,neutral,neutral,success,fail,-4.0,0.0,0.0,0.0,-1.0
4161051062.0,2012.0,False,-7476.0,-1.0,-5241.0,-2.0,1.0,5.0,4.0,-9.0,-2.0,-1.0,-1.0292397660818713,fail,fail,fail,fail,success,success,-2.0,-1.0,-1.0,-1.0,2.0
4160473191.0,2323.0,False,7677.0,-103.0,-7664.0,24.0,12.0,-10.0,10.0,-16.0,-7.0,-1.1999999999999993,-2.282051282051282,success,success,fail,fail,fail,success,-5.0,-2.0,-2.0,-5.0,0.0
4158940409.0,1459.0,False,-22438.0,-21.0,-6637.0,-61.0,-21.0,-19.0,4.0,9.0,-11.0,-1.200000000000001,-3.238095238095238,fail,fail,neutral,neutral,fail,success,-2.0,0.0,0.0,-3.0,2.0
4158792026.0,1845.0,True,23774.0,26.0,5348.0,-61.0,6.0,33.0,6.0,-14.0,10.0,0.8000000000000007,1.8914285714285717,success,success,success,fail,success,success,6.0,2.0,0.0,3.0,2.0
4158690093.0,1725.0,False,-28816.0,-37.0,-9839.0,3.0,-4.0,-6.0,11.0,-24.0,-5.0,-2.0,-4.693423597678916,fail,success,neutral,fail,fail,neutral,-2.0,0.0,-1.0,-4.0,0.0
4150560544.0,951.0,False,-7678.0,-9.0,-5935.0,-16.0,23.0,12.0,4.0,-6.0,5.0,-0.8000000000000007,-24.666666666666668,fail,fail,neutral,neutral,success,fail,-1.0,0.0,0.0,0.0,-1.0
4150339701.0,1348.0,True,23729.0,-29.0,9216.0,29.0,26.0,36.0,9.0,1.0,-9.0,1.4000000000000004,2.4797979797979797,success,success,success,neutral,success,success,7.0,1.0,0.0,1.0,2.0
4150233255.0,1318.0,False,-21660.0,-7.0,-9967.0,-18.0,14.0,-9.0,10.0,-5.0,-4.0,-1.4000000000000004,-6.613636363636363,success,fail,neutral,fail,fail,fail,-4.0,0.0,-1.0,-1.0,-2.0
4150072840.0,1172.0,True,25919.0,-12.0,7355.0,-3.0,9.0,-3.0,1.0,-2.0,1.0,1.0,5.301587301587301,success,success,neutral,neutral,fail,success,3.0,0.0,0.0,-1.0,1.0
4141879503.0,1925.0,True,14888.0,-27.0,4841.0,45.0,18.0,15.0,6.0,-22.0,3.0,-0.40000000000000036,-0.3478260869565215,success,success,success,success,success,success,6.0,2.0,0.0,-1.0,2.0
4141536785.0,1458.0,False,-12242.0,-58.0,-9402.0,-69.0,12.0,-13.0,2.0,-5.0,-16.0,-1.6000000000000014,-3.730769230769231,fail,fail,fail,fail,success,fail,-5.0,-1.0,-1.0,-1.0,0.0
4139317309.0,1978.0,False,-20638.0,-37.0,-16591.0,-12.0,-39.0,-58.0,11.0,-13.0,-3.0,-1.799999999999999,-15.938461538461537,fail,fail,fail,fail,success,success,-10.0,-3.0,-2.0,1.0,2.0
4137337572.0,1545.0,False,-24610.0,4.0,-14398.0,-55.0,-22.0,-57.0,5.0,2.0,9.0,-2.200000000000001,-7.340909090909092,fail,success,fail,fail,fail,fail,-6.0,-1.0,-1.0,-3.0,-2.0
4137221905.0,1562.0,True,3584.0,-8.0,5065.0,-2.0,18.0,-8.0,6.0,-3.0,-2.0,1.4000000000000004,2.1726190476190474,fail,fail,success,success,fail,fail,3.0,1.0,1.0,-2.0,-2.0
4136497029.0,1151.0,False,-12699.0,-27.0,-9326.0,0.0,26.0,-8.0,7.0,-2.0,-3.0,-1.1999999999999993,-9.238095238095237,fail,fail,fail,neutral,fail,fail,-7.0,-1.0,0.0,-2.0,-2.0
4135625642.0,1736.0,False,-30261.0,-38.0,-11346.0,29.0,-1.0,-13.0,6.0,5.0,-6.0,-1.5999999999999996,-4.830065359477125,success,fail,fail,fail,success,fail,-7.0,-1.0,-1.0,0.0,-1.0
4135631513.0,968.0,False,-9128.0,-12.0,-8610.0,-82.0,21.0,-7.0,2.0,-8.0,0.0,-1.0,-14.166666666666666,fail,fail,neutral,neutral,fail,success,-3.0,0.0,0.0,-2.0,1.0
4135503804.0,2236.0,True,4145.0,-13.0,5131.0,-104.0,4.0,5.0,18.0,40.0,-44.0,0.5999999999999979,4.87816091954023,fail,fail,success,success,fail,fail,5.0,2.0,0.0,1.0,-1.0
4135463990.0,1373.0,True,20878.0,44.0,8106.0,-26.0,4.0,18.0,3.0,4.0,11.0,1.5999999999999996,4.176470588235294,success,success,neutral,success,fail,success,3.0,0.0,1.0,0.0,2.0
4132750156.0,1182.0,True,10356.0,22.0,10741.0,39.0,-28.0,15.0,3.0,-11.0,12.0,1.6000000000000014,4.6869565217391305,success,success,success,neutral,success,success,7.0,1.0,0.0,2.0,2.0
4132662255.0,1224.0,False,-1717.0,-24.0,-7767.0,19.0,28.0,-10.0,4.0,-17.0,5.0,-0.7999999999999989,-5.569444444444445,fail,fail,neutral,neutral,fail,fail,-3.0,0.0,0.0,-3.0,-2.0
4131438536.0,1413.0,False,-20922.0,-30.0,-6750.0,21.0,-15.0,-19.0,4.0,-1.0,-11.0,-1.8000000000000007,-4.576923076923077,fail,success,neutral,fail,fail,success,2.0,0.0,-1.0,-4.0,2.0
4131349884.0,2036.0,False,-19394.0,-37.0,-8348.0,-11.0,19.0,-14.0,5.0,-3.0,-6.0,-1.8000000000000007,-2.388793103448276,fail,success,fail,fail,fail,success,-3.0,-1.0,-2.0,-3.0,1.0
4131228269.0,1979.0,True,-7545.0,102.0,7964.0,-10.0,-1.0,27.0,2.0,52.0,-5.0,0.1999999999999993,1.5666666666666664,fail,success,success,success,success,success,8.0,2.0,0.0,2.0,0.0
4131183383.0,1473.0,True,18089.0,21.0,12733.0,66.0,-12.0,14.0,2.0,4.0,-2.0,1.6000000000000014,2.9462184873949573,success,success,success,success,fail,success,9.0,2.0,1.0,1.0,2.0
4130838785.0,1150.0,True,15413.0,45.0,11114.0,22.0,-24.0,23.0,7.0,0.0,7.0,1.0,6.344827586206897,success,success,success,neutral,fail,success,5.0,1.0,0.0,1.0,2.0
4127304820.0,1531.0,True,2844.0,52.0,5921.0,-11.0,-10.0,8.0,2.0,10.0,3.0,0.8000000000000007,2.833333333333333,success,success,success,success,success,success,4.0,2.0,1.0,2.0,2.0
4127195860.0,1497.0,True,6107.0,17.0,10459.0,-5.0,-12.0,8.0,1.0,7.0,5.0,1.5999999999999996,2.889802631578948,success,success,success,success,fail,fail,7.0,1.0,1.0,0.0,-2.0
4127134706.0,1313.0,False,-20381.0,-62.0,-13573.0,-69.0,7.0,-17.0,2.0,8.0,-16.0,-2.0,-7.8842592592592595,fail,fail,fail,fail,fail,fail,-9.0,-1.0,-1.0,-3.0,-2.0
4127017961.0,1600.0,False,705.0,-32.0,-10019.0,-35.0,5.0,-23.0,6.0,3.0,-8.0,-1.5999999999999996,-4.550724637681159,fail,fail,fail,fail,success,fail,-5.0,-2.0,-1.0,-2.0,0.0
4126859718.0,1973.0,False,-9589.0,-94.0,-11410.0,24.0,11.0,-38.0,6.0,-20.0,0.0,-1.5999999999999996,-5.583333333333333,fail,fail,fail,fail,fail,fail,-9.0,-3.0,-2.0,-1.0,-2.0
4126778547.0,1213.0,False,-24102.0,6.0,-10289.0,-87.0,5.0,-15.0,4.0,3.0,1.0,-2.0,-3.7941176470588234,fail,fail,fail,neutral,fail,success,-6.0,-2.0,0.0,-2.0,0.0
4126741986.0,1012.0,False,-4902.0,6.0,-5691.0,-13.0,4.0,-7.0,9.0,3.0,-3.0,-1.1999999999999993,-5.318181818181818,fail,success,neutral,neutral,fail,success,0.0,0.0,0.0,-2.0,1.0
4126486529.0,1585.0,False,-25627.0,-31.0,-13898.0,-5.0,26.0,-29.0,0.0,-2.0,-11.0,-1.5999999999999996,-6.917857142857144,fail,success,fail,neutral,fail,success,-8.0,-1.0,0.0,-3.0,0.0
4125363745.0,1035.0,True,3334.0,-10.0,7430.0,78.0,-18.0,9.0,3.0,-7.0,6.0,1.4000000000000004,5.2936507936507935,success,success,neutral,neutral,success,fail,3.0,0.0,0.0,2.0,0.0
4125243537.0,1577.0,False,-10740.0,-39.0,-5590.0,-12.0,-2.0,0.0,5.0,21.0,-13.0,-0.40000000000000036,-3.2738095238095237,success,success,fail,success,success,success,-4.0,-1.0,1.0,0.0,0.0
4125181013.0,931.0,False,-7382.0,-25.0,-3447.0,-69.0,8.0,0.0,3.0,-12.0,1.0,-1.1999999999999993,-6.781954887218045,success,success,neutral,neutral,fail,success,0.0,0.0,0.0,-1.0,1.0
4124979926.0,1831.0,False,-21837.0,-45.0,-11461.0,32.0,-26.0,-30.0,14.0,-15.0,-6.0,-1.1999999999999993,-2.3551136363636367,fail,fail,fail,fail,fail,fail,-9.0,-3.0,-1.0,0.0,-1.0
4124953438.0,1361.0,True,10005.0,-18.0,8522.0,61.0,-32.0,13.0,5.0,-7.0,-3.0,0.7999999999999989,0.8888888888888888,success,success,success,neutral,fail,success,8.0,2.0,0.0,-1.0,2.0
4124850963.0,1527.0,True,2725.0,1.0,10989.0,128.0,18.0,31.0,1.0,-5.0,7.0,1.5999999999999996,1.9833333333333336,success,success,neutral,success,success,success,4.0,0.0,1.0,2.0,1.0
4124417063.0,1795.0,True,7157.0,53.0,9260.0,-54.0,-38.0,5.0,0.0,8.0,-2.0,0.8000000000000007,3.6578947368421053,success,success,success,success,success,success,7.0,2.0,2.0,4.0,0.0
4124110363.0,1636.0,True,4576.0,-11.0,8047.0,-3.0,-25.0,1.0,8.0,21.0,-8.0,1.200000000000001,6.233918128654971,success,fail,success,success,success,success,4.0,1.0,1.0,-2.0,1.0
4124060029.0,1725.0,False,-18308.0,-33.0,-9668.0,-1.0,-12.0,-14.0,4.0,-16.0,4.0,-0.7999999999999989,-3.239583333333333,fail,fail,neutral,neutral,fail,fail,-4.0,0.0,0.0,-4.0,-1.0
4120640812.0,1504.0,True,36877.0,67.0,3533.0,18.0,-34.0,-23.0,5.0,9.0,9.0,1.0,2.9939148073022315,success,fail,neutral,neutral,success,fail,-1.0,0.0,0.0,0.0,-2.0
4120513018.0,1150.0,True,1187.0,-8.0,7632.0,51.0,12.0,2.0,7.0,-6.0,9.0,1.799999999999999,21.733333333333334,success,success,neutral,neutral,success,fail,1.0,0.0,0.0,1.0,-2.0
4120336083.0,2166.0,True,4977.0,-28.0,936.0,-27.0,51.0,43.0,4.0,9.0,-12.0,0.3999999999999986,0.23999999999999977,fail,fail,success,fail,success,success,3.0,1.0,-2.0,1.0,0.0
4120244000.0,1813.0,False,-13548.0,-16.0,-5967.0,-23.0,-40.0,-22.0,4.0,11.0,-14.0,-0.40000000000000036,-3.35,fail,success,fail,success,success,success,-7.0,-3.0,0.0,-3.0,2.0
4118590836.0,2556.0,True,10849.0,-58.0,2860.0,15.0,51.0,3.0,15.0,18.0,-16.0,-0.1999999999999993,-1.283422459893048,fail,success,success,success,fail,success,5.0,2.0,0.0,2.0,2.0
4118495113.0,944.0,False,-7617.0,-1.0,-7825.0,-58.0,19.0,-10.0,2.0,11.0,-6.0,-1.4000000000000004,-5.5964912280701755,success,fail,neutral,neutral,fail,fail,-3.0,0.0,0.0,-2.0,-1.0
4118432488.0,1053.0,False,-12327.0,-29.0,-4096.0,5.0,28.0,13.0,5.0,3.0,-12.0,-1.0,-2.9632107023411365,fail,fail,neutral,neutral,fail,success,-3.0,0.0,0.0,-2.0,1.0
4118306793.0,2002.0,False,-5394.0,-7.0,-8282.0,-72.0,-25.0,-25.0,8.0,-24.0,13.0,-1.1999999999999993,-2.0153846153846158,success,success,fail,neutral,success,fail,-6.0,-2.0,0.0,0.0,0.0
4105344112.0,940.0,False,-10788.0,-20.0,-10630.0,-81.0,-16.0,-7.0,1.0,-6.0,0.0,-1.4000000000000004,-3.941520467836258,fail,fail,neutral,neutral,fail,fail,-4.0,0.0,0.0,-1.0,-1.0
4104917522.0,1670.0,True,10377.0,-13.0,4986.0,-60.0,-11.0,-13.0,3.0,28.0,-23.0,0.8000000000000007,2.233333333333334,success,fail,success,success,fail,success,7.0,2.0,1.0,-1.0,2.0
4104540446.0,1027.0,False,-2184.0,-29.0,-2052.0,17.0,5.0,10.0,4.0,-7.0,-2.0,-0.7999999999999989,-7.222222222222222,fail,success,neutral,neutral,fail,success,-1.0,0.0,0.0,-3.0,1.0
4104397715.0,1649.0,False,-22805.0,-81.0,-9936.0,-37.0,-22.0,-10.0,8.0,-18.0,-14.0,-2.0,-3.267379679144385,success,fail,fail,fail,success,fail,-4.0,-2.0,-1.0,-1.0,-1.0
4241563962.0,1573.0,False,-163.0,-34.0,-9873.0,-18.0,41.0,-21.0,2.0,-8.0,-3.0,-1.5999999999999996,-5.385714285714285,fail,fail,fail,fail,fail,success,-7.0,-2.0,-1.0,-4.0,0.0
4241451592.0,1715.0,False,-12437.0,17.0,-5583.0,-78.0,14.0,11.0,13.0,-11.0,3.0,-0.8000000000000007,-0.3349206349206346,success,success,fail,fail,success,success,-2.0,-1.0,-1.0,0.0,2.0
4240992890.0,1373.0,True,6168.0,-14.0,9874.0,14.0,-5.0,30.0,6.0,-6.0,-4.0,0.6000000000000014,2.6628352490421454,success,success,success,neutral,success,success,9.0,2.0,0.0,1.0,1.0
4240660159.0,926.0,True,10582.0,6.0,10920.0,53.0,-13.0,19.0,4.0,1.0,2.0,1.4000000000000004,9.088235294117647,success,success,neutral,neutral,success,success,3.0,0.0,0.0,2.0,1.0
4240354239.0,2196.0,True,14424.0,32.0,7389.0,6.0,18.0,54.0,7.0,31.0,-11.0,0.8000000000000007,0.3596176821983277,fail,success,success,success,fail,success,8.0,1.0,1.0,1.0,2.0
4240138715.0,1432.0,False,-5920.0,1.0,-6103.0,-55.0,-62.0,-27.0,3.0,-2.0,-6.0,-1.0,-1.1853146853146854,fail,success,fail,success,fail,success,-5.0,-1.0,1.0,-3.0,1.0
4239979256.0,1861.0,False,-26884.0,33.0,-7239.0,-67.0,-31.0,9.0,4.0,-1.0,-1.0,-1.200000000000001,-1.0636442894507407,fail,fail,fail,fail,success,fail,-2.0,-1.0,-1.0,-1.0,-1.0
4239909363.0,1620.0,True,8706.0,8.0,11925.0,11.0,-1.0,34.0,1.0,-12.0,15.0,1.8000000000000007,9.933333333333334,success,fail,neutral,success,fail,fail,4.0,0.0,1.0,-2.0,-1.0
4239844329.0,1498.0,False,-16372.0,-30.0,-8738.0,50.0,21.0,-5.0,9.0,-25.0,15.0,-0.3999999999999986,-2.8674999999999997,fail,fail,fail,fail,success,fail,-8.0,-1.0,-1.0,2.0,-2.0
4237076217.0,2864.0,True,9720.0,143.0,12392.0,-48.0,-22.0,75.0,25.0,27.0,17.0,0.0,2.964285714285714,success,success,success,fail,fail,success,5.0,2.0,0.0,5.0,2.0
4236209362.0,1448.0,True,19048.0,12.0,12750.0,31.0,-16.0,16.0,4.0,-11.0,1.0,1.1999999999999993,4.411764705882353,success,success,success,neutral,success,success,9.0,2.0,0.0,3.0,2.0
4236142587.0,1790.0,False,-18610.0,-44.0,-10198.0,18.0,-21.0,-26.0,5.0,-16.0,5.0,-1.6000000000000014,-4.13421052631579,success,success,fail,fail,fail,success,-9.0,-4.0,-2.0,-4.0,1.0
4235811213.0,2358.0,True,12166.0,89.0,-2364.0,-243.0,-5.0,17.0,2.0,30.0,9.0,-0.5999999999999979,2.545045045045045,fail,fail,success,fail,success,fail,6.0,4.0,-1.0,4.0,0.0
4235211937.0,2422.0,True,-11294.0,-20.0,5770.0,-56.0,3.0,-11.0,0.0,-21.0,13.0,0.5999999999999979,1.975,fail,fail,success,success,fail,fail,1.0,2.0,3.0,1.0,-2.0
4235038935.0,2206.0,False,-15043.0,-53.0,-3435.0,-86.0,-37.0,-26.0,9.0,-12.0,-6.0,-0.3999999999999986,-0.06552706552706544,success,fail,success,success,success,fail,-1.0,0.0,2.0,-1.0,0.0
4233009853.0,1698.0,False,-28196.0,34.0,-8478.0,18.0,-6.0,-13.0,12.0,6.0,5.0,-1.6000000000000014,-3.394335511982571,fail,success,fail,fail,success,success,-5.0,-1.0,-1.0,2.0,1.0
4233011399.0,1265.0,False,-4904.0,-16.0,-2146.0,58.0,7.0,4.0,5.0,-5.0,-4.0,-0.5999999999999996,-11.071428571428571,fail,success,neutral,neutral,fail,fail,-2.0,0.0,0.0,-1.0,-1.0
4232843469.0,1618.0,True,23387.0,28.0,14039.0,3.0,-26.0,11.0,12.0,3.0,4.0,2.0,6.258333333333334,success,success,success,success,success,success,5.0,1.0,1.0,4.0,2.0
4232833087.0,1258.0,True,35535.0,22.0,14183.0,74.0,-47.0,11.0,2.0,-5.0,3.0,1.5999999999999996,6.378378378378378,success,success,success,neutral,fail,success,11.0,3.0,0.0,-1.0,1.0
4232673227.0,1370.0,True,17083.0,14.0,7749.0,-32.0,7.0,26.0,4.0,-10.0,4.0,1.0,2.225,fail,success,success,neutral,fail,success,5.0,1.0,0.0,1.0,2.0
4232304535.0,1372.0,True,13588.0,7.0,10464.0,77.0,-15.0,14.0,2.0,-4.0,4.0,2.0,3.1123188405797104,fail,success,success,success,success,success,5.0,1.0,1.0,2.0,0.0
4232135489.0,1537.0,False,9492.0,23.0,-11137.0,-117.0,3.0,-9.0,7.0,9.0,6.0,-1.799999999999999,-2.603896103896104,success,fail,fail,fail,fail,fail,-9.0,-1.0,-1.0,-1.0,-1.0
4231892073.0,1802.0,True,47395.0,36.0,12863.0,-49.0,17.0,57.0,11.0,-27.0,13.0,1.3999999999999986,6.002331002331003,success,success,success,success,fail,success,8.0,2.0,1.0,0.0,2.0
4231554212.0,983.0,True,10603.0,-3.0,8616.0,34.0,26.0,-4.0,3.0,14.0,-8.0,1.4000000000000004,3.0,success,success,neutral,neutral,fail,success,4.0,0.0,0.0,0.0,1.0
4231481467.0,1175.0,False,-20428.0,30.0,-9190.0,-44.0,1.0,4.0,4.0,3.0,4.0,-1.200000000000001,-2.9285714285714284,fail,fail,fail,neutral,fail,success,-6.0,-1.0,0.0,0.0,0.0
4231151563.0,1623.0,False,-35660.0,-17.0,-10237.0,-62.0,-27.0,-41.0,2.0,-9.0,5.0,-0.8000000000000007,-1.525714285714286,success,fail,fail,fail,fail,fail,-10.0,-2.0,-1.0,-3.0,-2.0
